,Title,Genre,Datepublish,Rate,RatingCount,Director(s),Writer(s),Actor(s),Summary,Description,PlotKeyword,Time,Color,Language,Budget,Gross,Facebook_link,Offcialsite
1883,Texas Killing Fields (2011),"['Crime', 'Drama', 'History']",2011-10-14,5.7,"16,498",['Ami Canaan Mann'],['Don Ferrarone (as Donald F. Ferrarone)'],"['Sam Worthington,', 'Jeffrey Dean Morgan,', 'Chloë Grace Moretz']","In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.","Souder, a homicide detective in a small Texan town, and his partner, transplanted New York City cop Detective Heigh, track a sadistic serial killer dumping his victims' mutilated bodies in a nearby marsh locals call 'The Killing Fields'. Though the swampland crime scenes are outside their jurisdiction, Detective Heigh is unable to turn his back on solving the gruesome murders. Despite his partner's warnings, he sets out to investigate the crimes. Before long, the killer changes the game and begins hunting the detectives, teasing them with possible clues at the crime scenes while always remaining one step ahead. When familiar local girl Ann goes missing, the detectives find themselves racing against time to catch the killer and save the young girl's life.","['crime scene', 'texas', 'homicide detective', 'dysfunctional family', 'texas city texas']","Runtime:
        105 min","Color:
        Color","Language:
        English",,"Gross USA: $45,282, 13 November 2011",,
1884,ThanksKilling (2009),"['Comedy', 'Horror', 'Thriller']",2008-12-06,4.3,"3,201",['Jordan Downey'],"['Jordan Downey,', 'Bradly Schulz (additional dialogue) (as Brad Schulz)']","['Wanda Lust,', 'Natasha Cordova,', 'Lindsey Anderson']",A homicidal turkey axes off college kids during Thanksgiving break.,A homicidal turkey axes off college kids during Thanksgiving break.,"['murdered during sex', 'murder of a topless woman', 'murder', 'thanksgiving', '2000s']","Runtime:
        70 min","Color:
        Color
(HDVideo)","Language:
        English","Budget:$3,500
            (estimated)",,,
1885,That's My Boy (2012),['Comedy'],2012-06-15,5.6,"77,931",['Sean Anders'],['David Caspe'],"['Adam Sandler,', 'Andy Samberg,', 'Leighton Meester']","While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's eighteenth birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.","While still in his teens, Donny (Adam Sandler) fathered a son, Todd (Andy Samberg), and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down on the eve of his wedding when an uninvited Donny suddenly shows up. Trying desperately to reconnect with his son, Donny is now forced to deal with the repercussions of his bad parenting skills.                Written by
Official site","['statutory rape', 'teacher student relationship', 'argument', 'reference to vanilla ice', 'teacher student sex']","Runtime:
        116 min","Color:
        Color","Language:
        English","Budget:$70,000,000
            (estimated)","Gross USA: $36,931,089",/offsite/?page-action=offsite-facebook&token=BCYrtP2uhoaAHTRijKaDV0hzonFax4nrv9WQL44rkKjfBa3a80-v7uBJ53QpLeFyJU0Yj1xMAdvG%0D%0AOrNB6bXVcLw3GWyEyl2BVRkC6WxyF8NJIpCAWqO6g5L06VeiDspzSizvB3pn-I5FEbbXT_wVezi3%0D%0AEzCDrFEFukuw2YKkDtrpnGf7Q8wpbXfS5OKx9aZwi7A37BTFMBpHQH7Lgfcq_AoWKDB9ikj6EnyS%0D%0AAHVEUw9wcgc%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1886,That's What I Am (2011),"['Comedy', 'Drama', 'Romance']",2011-04-29,7.1,"9,654",['Michael Pavone (as Mike Pavone)'],['Michael Pavone (as Mike Pavone)'],"['Ed Harris,', 'Chase Ellison,', 'Molly Parker']","A coming-of-age story set in 1965 that follows 12-year-old Andy Nichol (Chase Ellison), a bright student who, like most kids his age, will do anything to avoid conflict for fear of ...
                    See full summary »","A coming-of-age story set in 1965 that follows 12-year-old Andy Nichol (Chase Ellison), a bright student who, like most kids his age, will do anything to avoid conflict for fear of suffering overwhelming ridicule and punishment from his junior high school peers. Everyone's favorite teacher, Mr. Simon (Ed Harris), pairs Andy with the school's biggest outcast and social pariah, Stanley, aka ""Big G"" (Alexander Walters), on a critical term project. Sporting thick orange hair, a head too big for his body and ears too big for his head, ""Big G"" has been the object of ridicule since grade school. Before long, Andy will learn that there was truly a method behind Mr. Simon's madness as to why he teamed these two up. As the story unfolds, Mr. Simon finds himself the target of a malicious rumor after Principal Kelner (Amy Madigan) suspends a school bully for brutally beating up a female classmate whom he thinks has ""cooties."" When Andy watches ""Big G"" fearlessly confront the school bully, a ...                Written by
Anonymous","['dignity', 'ostracism', 'intolerance', 'harassment', 'humiliation']","Runtime:
        101 min","Color:
        Color
(Technicolor)","Language:
        English","Budget:$5,000,000
            (estimated)",,,
1887,The 5th Wave (2016),"['Action', 'Adventure', 'Sci-Fi']",2016-01-22,5.2,"82,536",['J Blakeson'],"['Susannah Grant (screenplay by),', 'Akiva Goldsman (screenplay by)']","['Chloë Grace Moretz,', 'Matthew Zuk,', 'Gabriela Lopez']","Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother.","Four waves of increasingly deadly attacks have left most of Earth in ruin. Against a backdrop of fear and distrust, Cassie is on the run, desperately trying to save her younger brother. As she prepares for the inevitable and lethal fifth wave, Cassie teams up with a young man who may become her final hope - if she can only trust him.                Written by
Sony Pictures Entertainment","['based on young adult novel', 'alien', 'male objectification', 'kiss', 'teddy bear']","Runtime:
        112 min","Color:
        Color","Language:
        English","Budget:$38,000,000
            (estimated)","Gross USA: $34,912,982, 22 May 2016",/offsite/?page-action=offsite-facebook&token=BCYpfmXsVEmNHn0xB3oWXYALAUz6w8pxJLhSBOvoyBLbfDj_ZQ-zNkXRLZrWHkXwOeSDqsXJfaly%0D%0Aw0pbS-m23JpbouythiIE7C0B_Q3Mh556FqGBI9eZe8bHtQMw2OqclEuaMtsBP8V4LdOUb8vHOQbB%0D%0AnUbnxM-M-QLFg_CFk-_MWa2CQIuy8yZtza3m8Pn8VZ-jdUftFOEZzgLaNfabwOb6MGxH-6ui7GzN%0D%0Appmtn6iYAJD5Mq8ncr6Y5ab29ER3YavV%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1888,The A-Team (2010),"['Action', 'Adventure', 'Comedy']",2010-06-11,6.8,"226,453",['Joe Carnahan'],"['Joe Carnahan,', 'Brian Bloom']","['Liam Neeson,', 'Bradley Cooper,', 'Sharlto Copley']","A group of Iraq War veterans looks to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","Four American soldiers who are in Iraq are sent on a mission to recover plates for printing 100 dollar bills that were used to print a billion dollars. After doing the job and returning to the base their commanding officer is killed in an explosion and the plates are stolen by another operative. They would be court martialed and sent to different prisons. 6 months later, the leader, Hannibal Smith is visited by a CIA spook who tells him he knows where the man who took the plates is and wants him and his men to recover it. So he helps him escape and he breaks out the others and they go after the plates. But after doing it, they discover that the spook might not be ok. And a military intelligence officer who was involved with one of them is pursuing them.                Written by
rcs0411@yahoo.com","['prison', 'captain', 'cia agent', 'kissing', 'kissing in public']","Runtime:
        117 min
          |
        133 min
            (extended cut)","Color:
        Color","Language:
        English
            |
        Spanish
            |
        French
            |
        Swahili
            |
        German","Budget:$110,000,000
            (estimated)","Gross USA: $77,222,099, 16 September 2010",,
1889,The ABCs of Death (2012),"['Comedy', 'Horror']",2013-04-26,4.7,"16,009","['Kaare Andrews,', 'Angela Bettis']","['Ant Timpson (based on a nightmare by),', 'Nacho Vigalondo']","['Ingrid Bolsø Berdal,', 'Iván González,', 'Kyra Zagorsky']",A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,"The ABC's OF DEATH is an ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the motion picture is comprised of 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death. Provocative, shocking, funny and ultimately confrontational; THE ABC's OF DEATH is the definitive snapshot of the diversity of modern horror. Drafthouse Films, Magnet Pictures and Timpson Films are proud to present this alphabetical arsenal of destruction orchestrated by what Fangoria calls ""a stunning roll call of some of the most exciting names in horror across the world.""                Written by
Anonymous","['anthology', 'killing an animal', 'animal cruelty', 'male objectification', 'masturbation competition']","Runtime:
        129 min","Color:
        Color","Language:
        English
            |
        Spanish
            |
        Japanese
            |
        German
            |
        French
            |
        Korean",,"Gross USA: $21,660, 31 March 2013",/offsite/?page-action=offsite-facebook&token=BCYjCj0zo7eGUsR6oTRDK-17j-Rya7huKsykYS2NCWVeJEYu3KazLxbiXaXT-FvmcGYKRTCzWTbO%0D%0AKPXjGI_msriSjR9KL8nBchMBT66EsIk-vqfPEadlgNZJZYNYoHtyV11qPQUjbmsCPN9nn7PncKSM%0D%0AmQPtMzAAE7N0GefNg_7xPa5BFzXP5rjb7BAOi9D61Z8XRiyKFwUPQyM6frCtVmeDEeM_TZxj5OX6%0D%0Ao9RFi64lfI4%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1890,The Accidental Husband (2008),"['Comedy', 'Romance']",2008-02-29,5.6,"21,056",['Griffin Dunne'],"['Mimi Hare,', 'Clare Naylor']","['Uma Thurman,', 'Jeffrey Dean Morgan,', 'Justina Machado']","When talk radio host Emma Lloyd advises one of her listeners to break up with her boyfriend, the jilted ex sets about getting his revenge.","Emma Lloyd has made a career out of her sensible, mature and responsible approach to relationships. She has a hit radio talk show, an impending book deal, and a loving relationship with her fiancé, Richard, a conventional sort-which is precisely what Emma is drawn to. Then Emma finds out that she is already married to a man she's never met before, a result of a misguided prank that leaves her bewildered and very confused. Worse than that, her plans for the future are now threatened. With her wedding just around the corner, Emma must find the mystery man and obtain an annulment. Emma tracks down her ""accidental husband"" - Patrick, a charming and handsome neighborhood fireman, with a big secret...that he was behind the ""accidental"" marriage. Unable to fess up, Patrick goes along with the ruse pretending to be just as baffled as Emma. While at first their opposite approaches to life create much tension and chaos, Emma soon starts to admire his carefree passion for life and doubt her own ...                Written by
Orange","['wedding', 'advice', 'book', 'fireman', 'revenge']","Runtime:
        90 min","Color:
        Color","Language:
        English
            |
        Hindi
            |
        German",,,,
1891,The Adjustment Bureau (2011),"['Romance', 'Sci-Fi', 'Thriller']",2011-03-04,7.1,"217,151",['George Nolfi'],"['George Nolfi (screenplay),', 'Philip K. Dick (short story ""Adjustment Team"")']","['Matt Damon,', 'Emily Blunt,', 'Lisa Thoreson']",The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,"Do we control our destiny, or do unseen forces manipulate us? A man glimpses the future Fate has planned for him and realizes he wants something else. To get it, he must pursue across, under and through the streets of modern-day New York the only woman he's ever loved. On the brink of winning a seat in the U.S. Senate, ambitious politician David Norris (Matt Damon) meets beautiful contemporary ballet dancer Elise Sellas (Emily Blunt), a woman like none he's ever known. But just as he realizes he's falling for her, mysterious men conspire to keep the two apart. David learns he is up against the agents of Fate itself, the men of The Adjustment Bureau, who will do everything in their considerable power to prevent David and Elise from being together. In the face of overwhelming odds, he must either let her go and accept a predetermined path... or risk everything to defy Fate and be with her.                Written by
Universal Pictures","['fate', 'love at first sight', 'alternate history', 'new york city new york', 'obscene finger gesture']","Runtime:
        106 min","Color:
        Color","Language:
        English","Budget:$50,200,000
            (estimated)","Gross USA: $62,495,645, 26 May 2011",/offsite/?page-action=offsite-facebook&token=BCYiH5rHEjPCc2fD--ocVfaMTR8Jg8_9ovPlU26b67jNxsvu6CX71fd_ukOT6vozoo1kVWW4p49l%0D%0Aq-DUdVtUfhwG3dY0QkAgCF-X3GrSoFWBhK0CoxOHXWYi6Kxud17Aucy0ZB9oUKM5aFh2Ab4ryZ1D%0D%0AgiKoPJ7MODSWG1JiPGav9CpsQX3aAg3r-v9hVxWFS8Pv2lckLOvqOqotq_mh8f4BRXIObe7I9Q7Z%0D%0AfeFPohYzAQ6nhBNu1907EpQ-eUVtI59D%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1892,The Adventures of Tintin (2011),"['Animation', 'Action', 'Adventure']",2011-12-21,7.4,"192,705",['Steven Spielberg'],"['Hergé (based on ""The Adventures of Tintin"" by),', 'Steven Moffat (screenplay by)']","['Jamie Bell,', 'Andy Serkis,', 'Daniel Craig']",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,"Having bought a model ship, the Unicorn, for a pound off a market stall Tintin is initially puzzled that the sinister Mr. Sakharine should be so eager to buy it from him, resorting to murder and kidnapping Tintin - accompanied by his marvellous dog Snowy - to join him and his gang as they sail to Morocco on an old cargo ship. Sakharine has bribed the crew to revolt against the ship's master, drunken Captain Haddock, but Tintin, Snowy and Haddock escape, arriving in Morocco at the court of a sheikh, who also has a model of the Unicorn. Haddock tells Tintin that over three hundred years earlier his ancestor Sir Francis Haddock was forced to scuttle the original Unicorn when attacked by a piratical forebear of Sakharine but he managed to save his treasure and provide clues to its location in three separate scrolls, all of which were secreted in models of the Unicorn. Tintin and Sakharine have one each and the villain intends to use the glass-shattering top Cs of operatic soprano the ...                Written by
don @ minifie-1","['tintin', 'ship', 'treasure', 'captain', 'morocco']","Runtime:
        107 min","Color:
        Color","Language:
        English","Budget:$135,000,000
            (estimated)","Gross USA: $77,591,831",/offsite/?page-action=offsite-facebook&token=BCYgc-UsK_g2pRoBqgrq8v9jKhPCvaoHN8-9cfFJHvuk4n1h7yeSbEV6KFWVl65u_if15o6cMnVr%0D%0AFM-o-HviWxSWYA8-nfykTfGPHfKY7dIKkESzSjTb4PqbKa1IAYBnSuiIzSBhHhKPA4OcuvcKPaNh%0D%0Axv_jO9I1n7bkDl0NRwSFydYqK7JHfqtNkPXOs4mFhAufOabLdI5jZsAZIpxp5Z7l2wcgUUWMj_xR%0D%0AxlhwqFWGsHNQyJOZSE-c-mdBHk_RBpJe%0D%0A&ref_=tt_pdt_ofs_offsite_0,
